Sample	Population	Latitude	Longitude	Annual mean temperature	Mean diurnal range	Isothermality	Temperature seasonality	Max temperature of warmest month	Min temperature of coldest month	Temperature annual range	Mean temperature of wettest quarter	Mean temperature of driest quarter	Mean temperature of warmest quarter	Mean temperature of coldest quarter	Annual precipitation	Precipitation of wettest month	Precipitation of driest month	Precipitation seasonality	Precipitation of wettest quarter	Precipitation of driest quarter	Precipitation of warmest quarter	Precipitation of coldest quarter	UVB index	PET (June)
9515	ESP	39.720000000000006	-6.89	16.63116645813018	10.81016629219067	39.23840549469055	601.6680090331914	32.55700016021742	5.006999993324547	27.55000013351427	10.55150023460427	24.373500404358023	24.388500175476203	9.778666296005637	598.2899999999804	86.9299999999973	5.099999999999062	55.288047142029576	249.05999999999275	34.999999999996604	42.05999999999898	226.3299999999936	2884.4267578125	17593
9518	ESP	39.879999999999995	-0.36	12.705874938964556	12.412583589554064	41.86749355316184	622.3928051757886	29.660000610351588	0.012999999522794993	29.64700075149576	14.195000076293663	6.591500048637049	20.831666374206375	5.814333319663659	445.86000000000735	55.90000000000093	21.900000000000936	29.590502433776095	142.20000000000405	81.43000000000197	91.30000000000314	90.83000000000166	2780.563232421875	15079
9519	ESP	41.94	2.64	13.760666437149013	10.239000186920185	39.153061943054226	570.0537805175788	27.672000255584702	1.5210000050067531	26.1510001754761	14.625166597366306	21.020166759490944	21.063166675567604	7.286833181381191	783.7799999999995	88.69999999999936	37.48999999999973	21.904137496947982	239.1899999999991	158.18999999999997	175.97999999999948	178.00000000000085	2511.590576171875	13322
9520	ESP	41.7	-3.68	11.72937483787533	11.95791683197022	39.786891555786255	652.9453308105453	29.254999923705977	-0.800000011920929	30.054999160766528	13.666666984558063	20.02833299636835	20.16166706085199	4.2583332061767365	378.1500000000012	43	12.500000000000426	29.322156906127496	116.00000000000003	57.00000000000086	65.00000000000087	105.09999999999998	2681.520751953125	15832
9521	ESP	41.43	2.13	14.805500297546542	8.727666912078822	36.24319248199473	561.550292968746	27.890999584198013	3.809999945163904	24.081000137328942	15.786666479110908	9.14999990463275	22.153832912445175	8.554666986465651	685.6799999999865	83.80999999999898	30.799999999998935	26.96937410354681	230.3999999999968	139.3999999999962	172.59999999999786	142.49999999999676	2670.6025390625	14106
9522	ESP	36.52	-5.2700000000000005	16.601083488464337	8.579333171844453	39.54707695007321	467.0258041381836	28.78099952697747	7.086999912261948	21.693999176025333	12.321166400909414	22.403166217803935	22.81950046539304	11.351166801452615	681.0599999999977	127.0999999999999	0.9999999999999999	75.72052490234373	339.3199999999989	15	22	314.43999999999903	3132.3564453125	17040
9524	ESP	42.52	-0.56	10.310791969299142	9.990583477020294	37.41757602691655	601.1355010986337	26.145999355316036	-0.5540000046791415	26.69999917984014	7.133999967574908	18.17550029754623	18.17550029754623	3.6021666884420536	768.0700000000116	82.00000000000125	36.8700000000008	21.369529838561906	229.88000000000318	142.14000000000232	142.14000000000232	205.8100000000033	2619.26708984375	14179
9525	ESP	42.49	0.54	7.536749954223214	10.949666967392028	38.7461191940308	618.3377239990256	23.891999759673773	-4.36799993515058	28.260000019073622	4.607166543006489	15.660166730880343	15.660166730880343	0.6436666810508147	1035.970000000022	110.48000000000175	57.60000000000131	18.30848405837978	304.95000000000556	217.20000000000266	217.20000000000266	255.5500000000069	2623.42822265625	13763
9526	ESP	41.54	2.3899999999999997	14.739374771118223	9.261250028610267	37.96999557495134	552.9040289306636	27.859999465942415	3.469000051021617	24.39099958419799	15.743499679565499	21.76950004577641	21.96749973297124	8.598666677475041	705.2599999999964	88.9099999999999	30.21999999999949	25.760135974884076	236.14999999999822	135.4499999999988	168.65999999999846	159.83000000000047	2582.42529296875	13693
9528	ESP	40.94	-1.37	10.852166566848798	13.685666856765806	42.492787361145155	655.1823925781258	29.58000024795538	-2.6270000219344936	32.20700065612797	12.685833797454883	4.461333441734352	19.39649929046636	3.4985000967979745	457.54999999999865	73.67000000000012	21.56999999999959	40.144215965271364	175.59999999999997	71.10999999999903	122.29999999999998	82.70999999999877	2725.906982421875	15093
9531	ESP	41.21	-4.54	11.840708103179928	12.21224990844726	40.66683376312255	641.100140991211	29.429999732971183	-0.6000000238418579	30.030000114440913	8.020166358947755	19.92516630172729	20.08683240890503	4.451833357810968	390.4000000000003	47.91000000000009	13.209999999999837	33.401937675476084	125.79000000000013	58.70000000000005	64.70000000000006	108	2735.37939453125	15943
9532	ESP	42.230000000000004	-4.64	11.6162501335144	11.369833383560174	39.44166141510003	620.9818188476564	28.527000102996855	-0.30000001192092896	28.8269993400574	8.028832893371575	19.575167369842532	19.591167182922362	4.5	452.3800000000034	53.929999999999524	18	31.76262153625468	144.7400000000021	59.370000000001056	79.52999999998993	126.74000000000208	2675.004638671875	15491
